标题,薪资,地点,经验,学历,岗位标签,岗位福利,公司名称,所属行业,融资情况,公司规模,公司规模1,SQL,PYTHON,R,EXCEL,SAS,HIVE,SPSS,PPT,BI,HADOOP,TABLEAU,SPARK,MYSQL,JAVA,ORACLE,LINUX,OFFICE,MATLAB,SVM,ERP,SCALA,PANDAS,NLP,TENSORFLOW,INSIGHTS,POWERBI,MONGODB,GEKKO,HBASE
数据分析师,10k-20k,上海 ,经验应届毕业生 ,本科及以上 ,"大数据,数据挖掘,数据分析","AI技术,福利优厚,精英团队,弹性工作制",CraiditX,"金融,数据服务",B轮,招商局创新投资管理有限责任公司、美国中经合集团(B轮)，火山石(A轮)，真格基金(天使轮),#NAME?,F,T,T,F,F,T,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F
广告数据分析师,15k-25k,上海 ,经验1-3年 ,学历不限 ,游戏,精英团队；境外团建；千万级用户,莉莉丝游戏,"移动互联网,游戏",不需要融资,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析岗,15k-20k,上海 ,经验3-5年 ,本科及以上 ,"BI,数据分析",上市公司，互联网医疗，独角兽，薪资福利佳,平安健康互联网,"移动互联网,医疗丨健康",上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-15k,上海 ,经验1年以下 ,本科及以上 ,"物流,大数据,可视化,增长黑客,数据运营,数据库",亿级数据 大牛指导,上海寰易,"金融,企业服务",上市公司,150-500人,150-500人,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,15k-30k,上海 ,经验不限 ,博士及以上 ,"大数据,数据分析","五险一金,免费餐饮,活动丰富,带薪年假",上海软科教育,企业服务,不需要融资,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,上海 ,经验3-5年 ,本科及以上 ,"大数据,金融",国企 大平台 加班少,盖洛普,"电商,企业服务",未融资,15-50人,15-50人,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专员,20k-25k,上海 ,经验1-3年 ,本科及以上 ,"大数据,数据分析",五险一金 弹性工作 年终奖金 节日福利,Evolve,"社交,消费生活",上市公司,150-500人,150-500人,F,T,T,F,T,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
数据分析师,10k-15k,上海 ,经验1-3年 ,本科及以上 ,"电商,直播,数据分析","补充公积金,弹性工作制,补充医疗,年终奖",上海第一财经数据,移动互联网,D轮及以上,150-500人,150-500人,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
广告数据分析师,10k-20k,上海 ,经验3-5年 ,本科及以上 ,"广告创意,广告协调","老板好,福利好,团建多",拾梦文化,"游戏,移动互联网",A轮,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师(数据应用方向),10k-20k,上海 ,经验3-5年 ,本科及以上 ,"大数据,新零售,数据运营,数据分析,增长黑客",数据应用与规划,上海滩网,消费生活,未融资,50-150人,50-150人,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
游戏数据分析,20k-40k,上海 ,经验1-3年 ,本科及以上 ,"游戏,数据分析,SPSS","扁平化,知名项目,年底多薪,六险一金",上海米哈游,"移动互联网,游戏",不需要融资,500-2000人,500-2000人,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,18k-30k,上海 ,经验3-5年 ,本科及以上 ,数据分析,年终奖丰厚、扁平化管理、活动多多,众安保险,金融,上市公司,众安在线香港上市首日市值破千亿，捐款百万获得幸运代码：06060.HK(上市公司),#NAME?,T,T,T,T,T,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,上海 ,经验不限 ,硕士及以上 ,"银行,数据分析",全球最佳雇主,SAS,"企业服务,数据服务",不需要融资,2000人以上,2000人以上,F,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
数据分析师,13k-25k,上海 ,经验1-3年 ,本科及以上 ,"大数据,金融,数据分析","晋升快,氛围好,商业医疗险,补充公积金",萨摩耶金服,金融,C轮,萨摩耶金服获得PAG太盟亚洲C轮融资(C轮)，某著名行业风投(天使轮),#NAME?,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析,8k-15k,上海 ,经验不限 ,本科及以上 ,"电商,移动互联网,数据分析,数据运营",五险一金、带薪年假、专业培训、发展空间,上海南棠实业有限公司,电商,不需要融资,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,20k-40k,上海 ,经验5-10年 ,本科及以上 ,"数据分析,数据库",五险一金，带薪年假，弹性工作，,寄云科技,"移动互联网,数据服务",A轮,丰厚资本爱数(A轮),#NAME?,T,T,F,F,F,F,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理,21k-35k,上海 ,经验5-10年 ,本科及以上 ,"数据分析,数据运营",500强平台 互联网医疗独角兽,平安健康互联网,"移动互联网,医疗丨健康",上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-15k,上海 ,经验1-3年 ,本科及以上 ,"电商,商业,数据运营,数据分析,SQL","美食多多,弹性上班,免费体检，六险一金",吃饱了,"移动互联网,电商",天使轮,15-50人,15-50人,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
（资深）数据分析经理,20k-40k,上海 ,经验5-10年 ,学历不限 ,"数据分析,数据挖掘",年终奖 五险一金 平台,Alten China,硬件,上市公司,2000人以上,2000人以上,T,F,T,F,T,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,15k-30k,上海 ,经验不限 ,博士及以上 ,数据分析,"五险一金,免费餐饮,活动丰富,带薪年假",上海软科教育,企业服务,不需要融资,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析工程师,20k-28k,上海 ,经验3-5年 ,本科及以上 ,"医疗健康,移动互联网",世界500强、晋升空间大、福利待遇好,平安健康互联网,"移动互联网,医疗丨健康",上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
游戏数据分析师（海外）,15k-30k,上海 ,经验3-5年 ,本科及以上 ,"游戏,BI,数据分析","六险一金,年度旅游,带薪休假,扁平化",上海米哈游,"移动互联网,游戏",不需要融资,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-15k,上海 ,经验不限 ,硕士及以上 ,"医疗健康,大数据,数据分析",福利好 带薪年假 弹性工作 高能TEAM,派兰数据,"数据服务,医疗丨健康",天使轮,少于15人,#NAME?,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析,20k-30k,上海 ,经验3-5年 ,本科及以上 ,"增长黑客,数据分析,BI,可视化",五险一金,星魄科技,"企业服务,硬件",未融资,少于15人,#NAME?,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-35k,上海 ,经验应届毕业生 ,学历不限 ,数据分析,"阿里巴巴，完善福利,技术导向",阿里巴巴-新零售技术事业群,电商,上市公司,2000人以上,2000人以上,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析建模师,30k-50k,上海 ,经验3-5年 ,本科及以上 ,分析师,福利待遇 晋升空间,欧拉网络,移动互联网,C轮,50-150人,50-150人,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析（实习）,5k-10k,上海 ,经验应届毕业生 ,本科及以上 ,数据分析,可留用，免费住宿,百姓网,移动互联网,上市公司,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
市场数据分析师,10k-15k,上海 ,经验1-3年 ,本科及以上 ,"数据分析,市场","国际业务,平台大",携程,旅游,上市公司,2000人以上,2000人以上,T,F,T,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
数据分析经理,20k-30k,上海 ,经验5-10年 ,本科及以上 ,"新零售,电商,可视化,数据分析",集国际一线品牌，平台大前景好，年假多,颖通贸易,"消费生活,其他",不需要融资,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析产品经理,18k-25k,上海 ,经验3-5年 ,本科及以上 ,"视频,产品策划,智能硬件,数据分析",团队氛围好，快速成长,电视猫MoreTV,"移动互联网,硬件",B轮,CMC(天使轮)，IDG(A轮),#NAME?,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-15k,上海 ,经验不限 ,硕士及以上 ,"数据分析,商业","上市公司,平台广阔,项目机会,机遇晋升",神州数码,"硬件,数据服务",上市公司,500-2000人,500-2000人,T,T,T,T,T,F,T,F,T,F,T,F,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,4k-5k,上海 ,经验1年以下 ,本科及以上 ,数据分析,学习期权知识,点启资产,金融,不需要融资,少于15人,#NAME?,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
客户成功数据分析师,10k-15k,上海 ,经验1-3年 ,本科及以上 ,"电商,大数据,数据分析","发展空间大,管理扁平,弹性工作,福利好",HARB,企业服务,B轮,50-150人,50-150人,F,F,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
游戏数据分析师,20k-30k,上海 ,经验3-5年 ,本科及以上 ,数据分析,弹性工作，免费三餐，租房补贴，带薪休假,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师（排名方向）,15k-30k,上海 ,经验不限 ,博士及以上 ,"教育,金融,项目管理","五险一金,年终奖金,员工旅游,办公环境好",上海软科教育,企业服务,不需要融资,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
可视化数据分析,6k-8k,上海 ,经验1-3年 ,本科及以上 ,"MySQL,数据处理",五险一金　　　年终奖　　　体检旅游,海万科技,"移动互联网,金融",不需要融资,500-2000人,500-2000人,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师-SQL,10k-15k,上海 ,经验3-5年 ,本科及以上 ,"广告营销,新零售,SQL,数据分析,可视化,商业",上市公司，市中心，领导好，氛围好,蓝色光标欧泰谱,"数据服务,企业服务",不需要融资,150-500人,150-500人,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-20k,上海 ,经验3-5年 ,本科及以上 ,"大数据,移动互联网,数据分析,数据库,SQL","公司前景好,上升空间大",卓永健康,"移动互联网,医疗丨健康",A轮,15-50人,15-50人,T,F,T,T,T,T,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
实习数据分析师,4k-6k,上海 ,经验应届毕业生 ,本科及以上 ,"移动互联网,大数据,数据分析,Hive,算法",弹性工作,鱼泡泡,社交,B轮,IDG(A轮),#NAME?,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,12k-20k,上海 ,经验3-5年 ,本科及以上 ,"大数据,企业服务,SQLServer,数据处理,数据分析",弹性工作 周末双休,Magic Link,"移动互联网,企业服务",A轮,50-150人,50-150人,T,T,T,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级商业数据分析师,20k-40k,上海 ,经验5-10年 ,硕士及以上 ,"商业,数据分析,数据运营,SQL","硅谷团队,发15m,晋升平台,氛围融洽",Datatist,"数据服务,广告营销",A轮,上海联万投资管理中心(天使轮),#NAME?,T,T,T,T,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
硬件数据分析 (MJ003743),13k-25k,上海 ,经验3-5年 ,本科及以上 ,数据挖掘,五险一金 弹性工作 年终多薪 多次调薪,哈啰出行,"移动互联网,硬件",D轮及以上,蚂蚁金服、成为资本、富士达、威马汽车等(D轮及以上),#NAME?,T,T,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F
财务数据分析,15k-25k,上海 ,经验3-5年 ,本科及以上 ,"电商,分析",福利待遇、发展前景、公司氛围,淘集集,电商,B轮,500-2000人,500-2000人,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,18k-36k,上海 ,经验应届毕业生 ,学历不限 ,数据分析,年底时企业向员工发放额外的4个月薪水,阿里云,"电商,企业服务",上市公司,2000人以上,2000人以上,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师(商业方向，中高级,10k-20k,上海 ,经验1-3年 ,本科及以上 ,大数据,大数据人工智能；名校系大牛；技术氛围浓,一面数据,"移动互联网,数据服务",A轮,50-150人,50-150人,T,T,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,上海 ,经验1-3年 ,本科及以上 ,"银行,SQL,数据库,数据分析",晋升空间大,信用生活,"移动互联网,金融",A轮,50-150人,50-150人,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析负责人,40k-70k,上海 ,经验5-10年 ,本科及以上 ,"数据分析,数据库开发",交通+餐补；年终奖；巨头注资；期权,为偶,移动互联网,C轮,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习岗,4k-8k,上海 ,经验应届毕业生 ,本科及以上 ,"互联网金融,风险分析","精英团队,弹性工作,工作氛围好",萨摩耶金服,金融,C轮,萨摩耶金服获得PAG太盟亚洲C轮融资(C轮)，某著名行业风投(天使轮),#NAME?,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
风险数据分析师 (MJ001721),15k-30k,上海 ,经验3-5年 ,本科及以上 ,"移动互联网,风控","福利多,平台大",欢聚时代（YY Inc）,文娱丨内容,上市公司,2000人以上,2000人以上,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师实习生,4k-5k,上海 ,经验应届毕业生 ,本科及以上 ,新零售,待遇优、空间大、平台好,永辉云创科技有限公司,"电商,消费生活",D轮及以上,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
模型数据分析师 (MJ000118),15k-30k,上海 ,经验3-5年 ,本科及以上 ,"风控,策略设计",专业培训、扁平管理、晋升通畅、成长空间大,信用飞首付游,移动互联网,B轮,150-500人,150-500人,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析产品经理,18k-25k,上海 ,经验3-5年 ,本科及以上 ,"视频,产品策划,智能硬件,数据分析",团队氛围好，快速成长,电视猫MoreTV,"移动互联网,硬件",B轮,CMC(天使轮)，IDG(A轮),#NAME?,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,上海 ,经验1-3年 ,硕士及以上 ,"大数据,保险","领导好,公司发展好,员工成长快",七炅信息,"金融,企业服务",天使轮,合力资本，华创资本(天使轮),#NAME?,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-18k,上海 ,经验1-3年 ,硕士及以上 ,"大数据,移动互联网",团建旅游 企业培训,玳鸽,"企业服务,区块链",A轮,50-150人,50-150人,F,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,F,F
数据分析师,12k-24k,上海 ,经验不限 ,学历不限 ,"大数据,工具软件",在家办公，薪水每周发放，良好的学习环境,易恒科技,"移动互联网,数据服务",未融资,少于15人,#NAME?,F,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
数据分析专员,8k-10k,上海 ,经验1-3年 ,本科及以上 ,"BI,数据分析",团队融洽 福利健全 平台好,G7,"移动互联网,数据服务",C轮,淡马锡、腾讯、钟鼎创投(C轮),#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,5k-10k,上海 ,经验不限 ,硕士及以上 ,"教育,数据分析,SPSS",工作地点为线上,波思代尔,"广告营销,文娱丨内容",未融资,15-50人,15-50人,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-15k,上海 ,经验1-3年 ,大专及以上 ,"SQL,数据库,数据运营,数据分析",扁平化管理,鑫源供应链,物流丨运输,不需要融资,150-500人,150-500人,T,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专家,25k-40k,上海 ,经验5-10年 ,本科及以上 ,"Oracle,SQLServer,数据分析","薪资优厚,福利多多,扁平管理=，奖金丰厚",众安保险,金融,上市公司,众安在线香港上市首日市值破千亿，捐款百万获得幸运代码：06060.HK(上市公司),#NAME?,T,T,T,T,T,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-15k,上海 ,经验1-3年 ,本科及以上 ,数据运营,五险一金，补充医疗保险,mobike摩拜单车,汽车丨出行,D轮及以上,150-500人,150-500人,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,7k-10k,上海 ,经验1-3年 ,本科及以上 ,大数据,发展前途好,啊哈,移动互联网,未融资,少于15人,#NAME?,F,T,T,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理,40k-60k,上海 ,经验5-10年 ,本科及以上 ,"运营,数据分析",上市公司 知名互联网企业,平安健康互联网,"移动互联网,医疗丨健康",上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-15k,上海 ,经验1-3年 ,本科及以上 ,"教育,大数据,数据挖掘,数据分析","五险一金,免费班车,年终奖",数道科技,数据服务,不需要融资,15-50人,15-50人,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
初级数据分析师,5k-10k,上海 ,经验应届毕业生 ,学历不限 ,数据分析,发展前景好,至数,"数据服务,硬件",A轮,15-50人,15-50人,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
模型数据分析师 (MJ000055),15k-25k,上海 ,经验3-5年 ,本科及以上 ,"风控,风险管理,风险评估",专业培训、扁平管理、晋升通畅、成长空间大,信用飞首付游,移动互联网,B轮,150-500人,150-500人,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师,25k-35k,上海 ,经验5-10年 ,本科及以上 ,"MySQL,Oracle","薪资优厚,福利多多,扁平管理=，奖金丰厚",众安保险,金融,上市公司,众安在线香港上市首日市值破千亿，捐款百万获得幸运代码：06060.HK(上市公司),#NAME?,T,T,T,T,T,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（远程）,8k-15k,上海 ,经验不限 ,硕士及以上 ,"数据分析,数据库,BI",远程上班，通过微信或者QQ联系客户。,镭锐教育科技,教育 移动互联网,未融资,少于15人,#NAME?,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析,6k-12k,上海 ,经验不限 ,学历不限 ,"房产服务,企业服务,BI,可视化,数据分析,数据库",五险一金，年终分红。,亿泽ETBI,"数据服务,企业服务",不需要融资,50-150人,50-150人,T,F,T,T,F,F,T,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,5k-8k,上海 ,经验1-3年 ,本科及以上 ,"大数据,数据挖掘,数据分析","弹性,成长,独当一面",楷青,"数据服务,企业服务",未融资,少于15人,#NAME?,T,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F
数据分析师(J10040),8k-10k,上海 ,经验1-3年 ,本科及以上 ,电商,五险一金，带薪病假，员工团建,上海百秋,"电商,企业服务",未融资,500-2000人,500-2000人,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习,3k-4k,上海 ,经验应届毕业生 ,学历不限 ,"医疗健康,数据分析,BI",有留用机会,云鹊医疗,"医疗丨健康,移动互联网",不需要融资,150-500人,150-500人,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-16k,上海 ,经验应届毕业生 ,硕士及以上 ,"金融,算法,数据挖掘,数据分析","专业团队,晋升机会,扁平化管理,带薪年假",艾大,"企业服务,数据服务",未融资,15-50人,15-50人,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生-钥匙,3k-4k,上海 ,经验应届毕业生 ,本科及以上 ,移动互联网,"弹性工作,工作氛围好,福利待遇好",掌门集团,"移动互联网,消费生活",B轮,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-12k,上海 ,经验应届毕业生 ,本科及以上 ,"工具软件,数据运营,SQL,BI,可视化",可转正,微问家,移动互联网,B轮,公司完成A+轮融资，创新工场领投，以太资本跟投，国家中小企业发展基金。(A轮),#NAME?,T,F,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
数据分析师,8k-12k,上海 ,经验3-5年 ,学历不限 ,"数据分析,数据运营",学习机会，晋升机会，节日福利，旅游,责己,"电商,移动互联网",天使轮,15-50人,15-50人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
25217C-安全数据分析工程师,13k-26k,上海 ,经验3-5年 ,本科及以上 ,数据挖掘,"五险一金,带薪年假,节日福利,定期体检",陆金所,金融,B轮,国泰君安、腾讯、民生银行(民银国际)(B轮),#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
2019校招-数据分析师（社会...,6k-8k,上海 ,经验应届毕业生 ,本科及以上 ,"广告营销,汽车,营销,数据分析,行业分析,市场分析","发展空间大,福利待遇好,专业化培训,升职迅速",AdMaster,数据服务,不需要融资,500-2000人,500-2000人,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
商业数据分析师,10k-18k,上海 ,经验3-5年 ,本科及以上 ,"大数据,数据挖掘,数据分析","补充公积金,弹性工作制,补充医疗,年终奖",上海第一财经数据,移动互联网,D轮及以上,150-500人,150-500人,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
营运专员数据分析专员（物流）,4k-6k,上海 ,经验1-3年 ,大专及以上 ,物流,发展空间大,上海艾夫邑乐文化传播有限公司,"文娱丨内容,广告营销",未融资,15-50人,15-50人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F
模型数据分析师,15k-25k,上海 ,经验1-3年 ,本科及以上 ,"大数据,金融,数据挖掘,数据分析","弹性工作,扁平管理,年轻团队,高效透明",信用飞首付游,移动互联网,B轮,150-500人,150-500人,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,2k-3k,上海 ,经验应届毕业生 ,本科及以上 ,"SQLServer,数据分析",一对一导师,百姓网,移动互联网,上市公司,500-2000人,500-2000人,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专家,30k-60k,上海 ,经验5-10年 ,本科及以上 ,"商业,BI,可视化,数据分析",知名互联网公司,君尧文化,广告营销,天使轮,少于15人,#NAME?,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,7k-12k,上海 ,经验1-3年 ,本科及以上 ,"旅游,移动互联网,数据分析,Hive,Spark,MySQL","五险一金,绩效奖金,带薪年假",宿宿网,"电商,旅游",未融资,少于15人,#NAME?,F,T,T,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
海外广告数据分析师,15k-25k,上海 ,经验1-3年 ,本科及以上 ,"游戏,数据分析,SQL,数据库","加班补贴,年终奖,绩效奖,节日福利",90玩,游戏,上市公司,150-500人,150-500人,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,18k-25k,上海 ,经验3-5年 ,本科及以上 ,"大数据,数据分析","正式编制,餐补车贴,带薪年假,八险一金",上海银行信用卡中心,金融,不需要融资,2000人以上,2000人以上,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师讲师,15k-30k,上海 ,经验3-5年 ,本科及以上 ,"教育,数据分析","美女多,不需要加班,交通方便,领导很好",北风网,"教育,数据服务",B轮,真格教育基金领投(B轮)，浙江上市公司环宇建工集团领投3000万，第一财经创始人秦朔、首控集团CFO等投资者跟投(B轮)，祥峰投资(A轮),#NAME?,F,T,T,T,F,F,T,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
