标题,薪资,地点,经验,学历,岗位标签,岗位福利,公司名称,所属行业,融资情况,公司规模,公司规模1,SQL,PYTHON,R,EXCEL,SAS,HIVE,SPSS,PPT,BI,HADOOP,TABLEAU,SPARK,MYSQL,JAVA,ORACLE,LINUX,OFFICE,MATLAB,SVM,ERP,SCALA,PANDAS,NLP,TENSORFLOW,INSIGHTS,POWERBI,MONGODB,GEKKO,HBASE
SQL数据分析师,15k-25k,上海 ,经验3-5年 ,本科及以上 ,"电商,SQLServer,数据分析",电商平台业务,京东集团,电商,上市公司,2000人以上,2000人以上,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
能源数据分析助理研究员,10k-18k,上海 ,经验不限 ,硕士及以上 ,大数据,事业单位,中科院上海高研院,"电商,数据服务",不需要融资,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
SFJ-大数据挖掘与分析工程...,25k-50k,上海 ,经验3-5年 ,硕士及以上 ,Hive,弹性工作时间 发展空间大 午餐补贴,顺丰科技有限公司,物流丨运输,不需要融资,2000人以上,2000人以上,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
初级数据分析师（实习岗）,4k-8k,上海 ,经验应届毕业生 ,本科及以上 ,"大数据,数据挖掘,数据分析","带薪年假,弹性工作,扁平管理",麦图科技,数据服务,A轮,15-50人,15-50人,T,T,T,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
bi数据分析师,14k-20k,上海 ,经验3-5年 ,本科及以上 ,"互联网金融,银行,BI,SQL,数据分析",朝九晚六，做五休二，交通便利,海万科技,"移动互联网,金融",不需要融资,500-2000人,500-2000人,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
实习生 - SEOSEM数据分析...,2k-4k,上海 ,经验应届毕业生 ,本科及以上 ,"运营,SEM,SEO,数据分析","实战培训,学习补贴,可转正,环境好",储田商务,"移动互联网,数据服务",不需要融资,15-50人,15-50人,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析主管(J10041),10k-15k,上海 ,经验1-3年 ,本科及以上 ,"电商,运营",五险一金，带薪病假，员工团建,上海百秋,"电商,企业服务",未融资,500-2000人,500-2000人,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
风控数据分析,8k-15k,上海 ,经验1-3年 ,本科及以上 ,"数据分析,SQL",互联网公司氛围 牛逼团队 广阔发展空间,收钱吧,移动互联网,C轮,500-2000人,500-2000人,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
Data Analysis数据分析专员,8k-12k,上海 ,经验1-3年 ,本科及以上 ,"电商,数据分析,市场竞争分析,消费者分析,营销管理",五险一金 年终奖 带薪年假 高提成,复漫,电商,B轮,50-150人,50-150人,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
数据分析实习,2k-3k,上海 ,经验应届毕业生 ,学历不限 ,"地图,分类信息","弹性,成长,独当一面",楷青,"数据服务,企业服务",未融资,少于15人,#NAME?,T,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F
BI数据分析师,20k-40k,上海 ,经验5-10年 ,本科及以上 ,"Flink,Spark,Hadoop,数据分析",福利待遇、发展前景、公司氛围,淘集集,电商,B轮,500-2000人,500-2000人,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
海外酒店数据分析师（收益定...,10k-20k,上海 ,经验1-3年 ,本科及以上 ,"SQL,数据分析",国内最大OTA平台,携程,旅游,上市公司,2000人以上,2000人以上,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
bi数据分析师,8k-10k,上海 ,经验1-3年 ,本科及以上 ,"互联网金融,BI,可视化",平台大 年终奖,设计院,"移动互联网,金融",上市公司,2000人以上,2000人以上,T,F,F,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
BI数据分析师,15k-30k,上海 ,经验3-5年 ,本科及以上 ,"电商,新零售,SQL,数据库,数据分析,可视化",年度体检免费晚餐额外商保带薪10天年假,驰骛科技ChiefClouds,"数据服务,移动互联网",A轮,50-150人,50-150人,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
风控数据分析师（偏数据建模）,20k-35k,上海 ,经验3-5年 ,本科及以上 ,"电商,SQL",一年多薪 核心产品 扁平管理 氛围好,毒APP,"移动互联网,电商",B轮,500-2000人,500-2000人,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
bi数据分析师,15k-20k,上海 ,经验1-3年 ,本科及以上 ,"数据挖掘,数据分析",大平台，互联网内容运营先锋，国际项目,韩创科技,"移动互联网,文娱丨内容",不需要融资,500-2000人,500-2000人,T,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
美图商业策略数据分析师,15k-30k,上海 ,经验3-5年 ,本科及以上 ,"数据分析,市场分析,营销策略",上市公司 六险一金 核心业务,美图公司,硬件,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
运营数据分析 (MJ000129),20k-35k,上海 ,经验5-10年 ,本科及以上 ,"运营,游戏运营",高额奖金,叠纸游戏,游戏,不需要融资,东方证券旗下投资基金东方星晖投资基金管理有限公司领投，宋城演艺旗下宁波宋城互联网娱乐投资合伙企业跟投(B轮),#NAME?,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
BI数据分析师,20k-25k,上海 ,经验3-5年 ,本科及以上 ,"BI,数据分析",五险一金 带薪年假 年底N薪 年度旅游,快牛金科,其他,B轮,京东京东融资的B+轮(B轮)，元璟资本(B轮)，蓝驰创投(A轮),#NAME?,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
商业数据分析,10k-15k,上海 ,经验1-3年 ,本科及以上 ,"数据分析,消费者分析,市场分析",工作氛围open 优秀团队 薪资福利好,MarcPoint,"电商,广告营销",A轮,15-50人,15-50人,T,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析运营,15k-25k,上海 ,经验3-5年 ,本科及以上 ,运营,大平台，核心业务,美团点评,消费生活,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
商业数据分析,6k-10k,上海 ,经验不限 ,本科及以上 ,"数据分析,行业分析,市场分析",氛围轻松,七幕人生,文娱丨内容,B轮,50-150人,50-150人,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
信贷数据分析师(上海),15k-29k,上海 ,经验不限 ,学历不限 ,数据分析,上市公司 年终奖 餐补,小米,硬件,D轮及以上,2000人以上,2000人以上,T,T,F,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
02215M-BI数据分析师,10k-18k,上海 ,经验1年以下 ,本科及以上 ,"BI,商业,可视化,数据分析","五险一金,带薪年假,年终分红,免费班车",平安人寿,金融,上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据开发工程师（数据分析）,15k-30k,上海 ,经验3-5年 ,本科及以上 ,"Hadoop,数据分析,Hive","A股上市,风口项目,待遇丰厚,氛围融洽",2345.com,"数据服务,移动互联网",上市公司,500-2000人,500-2000人,T,T,F,F,F,T,F,F,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
风控数据分析,20k-40k,上海 ,经验3-5年 ,学历不限 ,移动互联网,"发展空间大,福利待遇好",掌门集团,"移动互联网,消费生活",B轮,500-2000人,500-2000人,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
电竞赛事数据分析师,7k-10k,上海 ,经验不限 ,本科及以上 ,"游戏,直播,数据分析","发展空加大,团队氛围好,扁平化管理,电竞游戏",捞月狗,移动互联网,C轮,青松基金(天使轮)，IDG(A轮)，SIG资本(B轮)，酉金资本(B轮),#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
BI数据分析师,18k-35k,上海 ,经验1-3年 ,本科及以上 ,"SQL,数据分析,数据运营,SPSS","平台大,薪酬高,福利好,弹性工作制",奇虎360金融,金融,上市公司,500-2000人,500-2000人,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
BI Manager - BI数据分析经理,14k-18k,上海 ,经验5-10年 ,本科及以上 ,"电商,移动互联网,数据分析,数据挖掘,数据处理,算法","跨境电商,东南亚市场,老板强,工作氛围赞",Shopee,电商,上市公司,2000人以上,2000人以上,T,T,T,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F
汽车行业数据分析实习生,2k-4k,上海 ,经验不限 ,本科及以上 ,数据分析,接触汽车产业，了解市场热点，与大咖共事。,时代嘉道咨询机构，嘉道信息技术,"数据服务,广告营销",未融资,150-500人,150-500人,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
风控数据分析师,10k-20k,上海 ,经验1-3年 ,本科及以上 ,"移动互联网,风控",五险一金 弹性,星合金融科技,"移动互联网,金融",不需要融资,50-150人,50-150人,T,T,T,F,F,T,F,F,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
配送数据分析专家,30k-40k,上海 ,经验3-5年 ,硕士及以上 ,"物流,新零售",15薪、发展潜力大、知名公司,裕宸集团,"文娱丨内容,移动互联网",不需要融资,500-2000人,500-2000人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
薪酬数据分析实习生,2k-3k,上海 ,经验应届毕业生 ,大专及以上 ,移动互联网,有留用机会,可汗职业媒体,企业服务,天使轮,少于15人,#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
安全数据分析平台高级开发...,40k-80k,上海 ,经验1-3年 ,本科及以上 ,安全,"弹性工作,提供晚餐",上海瑞阙文化发展有限公司,"移动互联网,金融",不需要融资,150-500人,150-500人,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
企划数据分析,10k-18k,上海 ,经验3-5年 ,本科及以上 ,数据分析,发展前景好,最惠保,移动互联网,C轮,深圳市创新投资集团有限公司、安徽广电传媒产业集团有限责任公司(B轮),#NAME?,T,F,T,T,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
风控数据分析师,15k-30k,上海 ,经验3-5年 ,本科及以上 ,数据分析,大平台、福利好、牛人多,京东集团,电商,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
助理（偏数据分析）,8k-10k,上海 ,经验3-5年 ,大专及以上 ,"数据运营,数据分析",团队氛围好 交通便利 地铁附近,独立日,移动互联网,B轮,recruit(A轮)，中路资本(天使轮),#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
保险数据分析专员,6k-8k,上海 ,经验应届毕业生 ,本科及以上 ,"互联网金融,保险,数据分析",挑战高薪：职级薪资+绩效奖+提成+团队奖,大家保,"移动互联网,金融",B轮,启明创投(A轮)，获上市企业中南建设亿元投资(B轮),#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据运营（市场数据分析）,8k-15k,上海 ,经验1-3年 ,本科及以上 ,"数据分析,用户,市场",一年两次加薪机会 福利年假 全薪病假,东方新闻,"移动互联网,社交",不需要融资,150-500人,150-500人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
酒店运营数据分析师,12k-20k,上海 ,经验1-3年 ,本科及以上 ,运营,国际业务 发展潜力巨大,携程,旅游,上市公司,2000人以上,2000人以上,F,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
用户运营（偏数据分析）,8k-13k,上海 ,经验3-5年 ,本科及以上 ,"用户运营,数据分析",牛人带教、准上市,本来生活网,消费生活,C轮,2000人以上,2000人以上,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
CRM商业数据分析师 （SQL）,6k-10k,上海 ,经验1-3年 ,本科及以上 ,"分类信息,企业服务,MySQL,SQLServer,数据仓库","补充商业保,福利完善,平台大,发展好",蓝色光标欧泰谱,"数据服务,企业服务",不需要融资,150-500人,150-500人,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
bi数据分析师,7k-14k,上海 ,经验1-3年 ,本科及以上 ,"企业服务,工具软件,数据挖掘,数据架构,数据仓库,数据分析","绩效奖金,交通报销,五险一金,定期体检",备实必,"移动互联网,数据服务",不需要融资,"ユニリタ(A轮,B轮,天使轮)",#NAME?,T,F,F,F,F,F,F,F,T,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析BI实习生,2k-4k,上海 ,经验应届毕业生 ,本科及以上 ,"移动互联网,BI,数据分析","工程师文化,晋升空间大,阿里大牛",寻找母星,"移动互联网,消费生活",天使轮,50-150人,50-150人,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
能源数据分析助理研究员,10k-15k,上海 ,经验应届毕业生 ,硕士及以上 ,大数据,事业单位,中科院上海高研院,"电商,数据服务",不需要融资,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
风险数据分析经理,30k-40k,上海 ,经验1-3年 ,硕士及以上 ,"风控,分析师",公司平台广阔，福利待遇好,小赢科技,金融,上市公司,周大福(A轮),#NAME?,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师 Data Account M...,10k-15k,上海 ,经验3-5年 ,本科及以上 ,数据分析,六险一金，团队氛围好，办公环境好,埃特公关,广告营销,不需要融资,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
运营数据分析专家,35k-50k,上海 ,经验3-5年 ,本科及以上 ,"广告营销,移动互联网",15薪、发展潜力大、知名公司,裕宸集团,"文娱丨内容,移动互联网",不需要融资,500-2000人,500-2000人,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
实习生（数据分析方向）,3k-5k,上海 ,经验应届毕业生 ,本科及以上 ,"金融,数据分析","弹性工作,精英团队,零食水果,可转正",CraiditX,"金融,数据服务",B轮,招商局创新投资管理有限责任公司、美国中经合集团(B轮)，火山石(A轮)，真格基金(天使轮),#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
销售数据分析专员,6k-8k,上海 ,经验1-3年 ,大专及以上 ,"应收应付,总账,会计",福利待遇 职业发展,上海盛大汽车,企业服务,上市公司,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据分析工程师（数据产品...,10k-15k,上海 ,经验1-3年 ,本科及以上 ,"数据分析,MySQL,数据挖掘","五险一金,员工旅游,绩效奖金,定期体检",上海元聚,移动互联网,不需要融资,150-500人,150-500人,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
Python数据分析师,25k-40k,上海 ,经验5-10年 ,本科及以上 ,"数据挖掘,数据处理",不打卡、扁平管理、年度旅游、公司氛围好,传智播客,"移动互联网,教育",上市公司,2000人以上,2000人以上,T,T,T,T,T,F,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
市场营销经理（策划及数据分...,15k-25k,上海 ,经验1-3年 ,学历不限 ,"市场推广,营销策略,营销策划,营销管理",带薪年假节日福利员工旅游出国机会萌妹纸多,莉莉丝游戏,"移动互联网,游戏",不需要融资,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
机票运营数据分析师,12k-20k,上海 ,经验1-3年 ,本科及以上 ,运营,国际业务 发展潜力大,携程,旅游,上市公司,2000人以上,2000人以上,F,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
CRM数据分析经理(SQL),9k-15k,上海 ,经验3-5年 ,本科及以上 ,"电商,广告营销,SQLServer,MySQL","福利完善,职业发展好,平台大",蓝色光标欧泰谱,"数据服务,企业服务",不需要融资,150-500人,150-500人,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据分析实习生,4k-5k,上海 ,经验不限 ,本科及以上 ,数据分析,五险一金,卯聚信息科技,"数据服务,移动互联网",不需要融资,50-150人,50-150人,F,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
经营分析高级经理（数据分析）,40k-60k,上海 ,经验5-10年 ,硕士及以上 ,"移动互联网,电商",15薪、发展潜力大、知名公司,裕宸集团,"文娱丨内容,移动互联网",不需要融资,500-2000人,500-2000人,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
管理培训生（数据分析方向）,8k-12k,上海 ,经验应届毕业生 ,本科及以上 ,"旅游,电商","发展空间大,氛围轻松,员工聚餐,弹性工作",斑马旅游,"电商,旅游",A轮,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
反欺诈大数据分析 (MJ000079),20k-30k,上海 ,经验3-5年 ,本科及以上 ,"风控,信贷风险管理,风险管理,风险分析",专业培训、扁平管理、晋升通畅、成长空间大,信用飞首付游,移动互联网,B轮,150-500人,150-500人,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
战略BP（偏数据分析）,18k-35k,上海 ,经验3-5年 ,本科及以上 ,"教育,移动互联网,数据分析",14薪 独角兽 E轮融资,掌门1对1在线教育,"移动互联网,教育",D轮及以上,华平投资，元生资本(D轮及以上)，投资方为影视明星任泉、李冰冰、黄晓明、章子怡和黄渤共同出资组建的明星风险投资机构StarVC，(C轮)，华兴资本旗下华晟资本(C轮)，达晨创投融资已完成。发展势头强劲(B轮)，顺为资本，青松基金(A轮)，青松基金(天使轮),#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
咨询项目助理（数据分析方向）,2k-4k,上海 ,经验应届毕业生 ,学历不限 ,大数据,"咨询,发展空间大,可留用,成长空间大",客锐市场信息,数据服务,不需要融资,15-50人,15-50人,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
华东策略运营（用户数据分析...,12k-20k,上海 ,经验3-5年 ,本科及以上 ,"营销,数字营销,社会化营销,整合营销,互相营销",六险一金，免费三餐，租房补贴，带薪休假,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（平台治理方向）,15k-30k,上海 ,经验1年以下 ,本科及以上 ,"游戏,大数据,数据挖掘,数据分析","平台好,大牛多,薪资待遇佳",拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-40k,上海 ,经验1-3年 ,硕士及以上 ,"电商,移动互联网,数据分析,SQL",上升空间大，成长迅速，平台好，薪酬待遇高,拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（社交方向）,20k-40k,上海 ,经验1-3年 ,本科及以上 ,"MySQL,Hadoop,Spark,数据分析",福利待遇、发展前景、技术大牛,拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,T,F,T,F,F,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（智能客服方向）,20k-40k,上海 ,经验3-5年 ,本科及以上 ,"电商,数据分析,SQLServer,Hive",成长空间,拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（广告方向）,20k-40k,上海 ,经验3-5年 ,本科及以上 ,"Hive,MySQL,数据分析",福利待遇好，团队氛围好，公司潜力佳,拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
搜索团队-数据分析师(BI),25k-50k,上海 ,经验3-5年 ,本科及以上 ,"电商,数据分析,MySQL",拼多多,拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
业务数据分析,15k-25k,上海 ,经验3-5年 ,本科及以上 ,"电商,数据分析","提供三餐,发展空间大,绩效奖金",拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理,15k-30k,上海 ,经验5-10年 ,本科及以上 ,风控,"精英团队,消费分期,快速发展",GeexFinance,金融,A轮,红杉资本(A轮),#NAME?,T,F,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理,20k-30k,上海 ,经验3-5年 ,本科及以上 ,"银行,数据分析","数据分析,高端人才",GeexFinance,金融,A轮,红杉资本(A轮),#NAME?,T,F,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师,10k-20k,上海 ,经验3-5年 ,本科及以上 ,风控,"精英团队,优渥薪资,高速发展,大数据分析",GeexFinance,金融,A轮,红杉资本(A轮),#NAME?,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析专家,30k-60k,上海 ,经验不限 ,本科及以上 ,数据分析,发展好，薪资福利佳,拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专家,20k-40k,上海 ,经验3-5年 ,本科及以上 ,电商,"公司发展快,个人成长大,福利待遇好",拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
资深数据分析师,25k-50k,上海 ,经验3-5年 ,硕士及以上 ,"电商,移动互联网,数据分析,SQLServer,算法",上升空间大，成长迅速，平台好，薪酬待遇高,拼多多,"电商,移动互联网",上市公司,"红杉资本(C轮)，高榕资本，IDG(A轮,B轮)",#NAME?,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
