地点,标题,岗位标签,岗位福利,公司规模,公司名称,经验,融资情况,薪资,学历,所属行业
上海,大数据分析工程师（数据产品...,"数据分析,MySQL,数据挖掘",,150-500人,上海元聚,经验1-3年,不需要融资,10k-15k,本科及以上,移动互联网
上海,大数据分析师,"大数据,数据分析",,50-150人,算话智能科技有限公司,经验1-3年,B轮,9k-18k,本科及以上,"数据服务,移动互联网"
上海,大数据分析师,"商业,BI,数据分析",,150-500人,创略科技,经验3-5年,B轮,15k-25k,本科及以上,"数据服务,广告营销"
上海,大数据分析实习生,数据分析,,50-150人,卯聚信息科技,经验不限,不需要融资,4k-5k,本科及以上,"数据服务,移动互联网"
上海,大数据开发工程师（数据分析）,"Hadoop,数据分析,Hive",,500-2000人,2345.com,经验3-5年,上市公司,15k-30k,本科及以上,"数据服务,移动互联网"
上海,贷后数据分析,"风控,信贷风险管理",,500-2000人,奇虎360金融,经验1-3年,上市公司,12k-20k,本科及以上,金融
上海,电竞赛事数据分析师,"游戏,直播,数据分析",,,捞月狗,经验不限,C轮,7k-10k,本科及以上,移动互联网
上海,反欺诈大数据分析 (MJ000079),"风控,信贷风险管理,风险管理,风险分析",,150-500人,信用飞首付游,经验3-5年,B轮,20k-30k,本科及以上,移动互联网
上海,风控高级策略工程师-数据分...,"MySQL,Hive,数据分析,SQLServer",,500-2000人,小红书,经验3-5年,D轮及以上,20k-40k,本科及以上,消费生活
上海,风控高级策略工程师-数据分...,数据分析,,500-2000人,小红书,经验3-5年,D轮及以上,18k-36k,本科及以上,消费生活
上海,风控数据分析,"数据分析,SQL",,500-2000人,收钱吧,经验1-3年,C轮,8k-15k,本科及以上,移动互联网
上海,风控数据分析,移动互联网,,500-2000人,掌门集团,经验3-5年,B轮,20k-40k,学历不限,"移动互联网,消费生活"
上海,风控数据分析师,数据分析,,2000人以上,京东集团,经验3-5年,上市公司,15k-30k,本科及以上,电商
上海,风控数据分析师,"移动互联网,风控",,50-150人,星合金融科技,经验1-3年,不需要融资,10k-20k,本科及以上,"移动互联网,金融"
上海,风控数据分析师（偏数据建模）,"电商,SQL",,500-2000人,毒APP,经验3-5年,B轮,20k-35k,本科及以上,"移动互联网,电商"
上海,风险数据分析经理,"风控,分析师",,,小赢科技,经验1-3年,上市公司,30k-40k,硕士及以上,金融
上海,风险数据分析师 (MJ001721),"移动互联网,风控",,2000人以上,欢聚时代（YY Inc）,经验3-5年,上市公司,15k-30k,本科及以上,文娱丨内容
上海,高级商业分析师高级数据分...,数据分析,,500-2000人,上海你我贷互联网金融信息服务,经验3-5年,上市公司,20k-40k,本科及以上,金融
上海,高级商业数据分析师,"商业,数据分析,数据运营,SQL",,,Datatist,经验5-10年,A轮,20k-40k,硕士及以上,"数据服务,广告营销"
上海,高级数据分析,"数据分析,市场分析,市场竞争分析,行业分析",,,微盟,经验1-3年,上市公司,8k-12k,本科及以上,企业服务
上海,高级数据分析（机器学习方向）,"大数据,旅游,数据分析,SQL",,2000人以上,携程,经验3-5年,上市公司,20k-35k,本科及以上,旅游
上海,高级数据分析经理,"电商,移动互联网,数据分析,BI,增长黑客（GrowthHacking）",,,达达-京东到家,经验5-10年,D轮及以上,30k-50k,硕士及以上,消费生活
上海,高级数据分析经理,"新零售,本地生活,BI,数据分析",,,达达-京东到家,经验5-10年,D轮及以上,30k-50k,本科及以上,消费生活
上海,高级数据分析师,"",,,百融云创,经验1-3年,C轮,15k-20k,本科及以上,金融
上海,高级数据分析师,"SQL,数据分析",,500-2000人,Oriente,经验5-10年,B轮,25k-40k,本科及以上,"移动互联网,金融"
上海,高级数据分析师,"大数据,BI,数据分析",,,Teambition,经验3-5年,B轮,20k-40k,本科及以上,"移动互联网,企业服务"
上海,高级数据分析师,"大数据,媒体,数据挖掘,数据分析",,500-2000人,Gridsum 国双,经验3-5年,上市公司,15k-20k,本科及以上,"数据服务,企业服务"
上海,高级数据分析师,"大数据,企业服务,SQLServer,数据处理,数据分析",,50-150人,Magic Link,经验3-5年,A轮,12k-20k,本科及以上,"移动互联网,企业服务"
上海,高级数据分析师,"大数据,数据分析",,2000人以上,上海银行信用卡中心,经验3-5年,不需要融资,18k-25k,本科及以上,金融
上海,高级数据分析师,"大数据,数据分析",,50-150人,Hypers,经验5-10年,上市公司,25k-40k,本科及以上,移动互联网
上海,高级数据分析师,"大数据,数据分析",,50-150人,上海软科教育,经验不限,不需要融资,15k-30k,博士及以上,企业服务
上海,高级数据分析师,"大数据,移动互联网,数据分析",,50-150人,算话智能科技有限公司,经验3-5年,B轮,15k-30k,本科及以上,"数据服务,移动互联网"
上海,高级数据分析师,"电商,SQL,商业,数据分析,可视化",,,Coupang,经验3-5年,不需要融资,25k-30k,硕士及以上,"移动互联网,消费生活"
上海,高级数据分析师,"电商,SQL,数据分析,可视化",,2000人以上,Shopee,经验3-5年,上市公司,15k-20k,本科及以上,电商
上海,高级数据分析师,"电商,大数据",,2000人以上,宝尊电商,经验3-5年,上市公司,10k-15k,本科及以上,企业服务
上海,高级数据分析师,"电商,新零售,数据分析,数据运营,SQL",,2000人以上,宜家,经验5-10年,不需要融资,1k-2k,本科及以上,消费生活
上海,高级数据分析师,社交,,2000人以上,哔哩哔哩,经验3-5年,上市公司,15k-30k,本科及以上,"移动互联网,文娱丨内容"
上海,高级数据分析师,数据分析,,,长投学堂,经验3-5年,A轮,15k-30k,本科及以上,移动互联网
上海,高级数据分析师,数据分析,,150-500人,关爱通,经验3-5年,未融资,15k-30k,本科及以上,"电商,企业服务"
上海,高级数据分析师,数据分析,,2000人以上,微创软件,经验3-5年,不需要融资,18k-32k,本科及以上,"企业服务,移动互联网"
上海,高级数据分析师,数据分析,,2000人以上,维信金融科技集团,经验3-5年,上市公司,15k-20k,本科及以上,金融
上海,高级数据分析师,数据分析,,2000人以上,字节跳动,经验3-5年,C轮,15k-30k,硕士及以上,文娱丨内容
上海,高级数据分析师,数据分析,,50-150人,上海软科教育,经验不限,不需要融资,15k-30k,博士及以上,企业服务
上海,高级数据分析师,"数据分析,可视化,SQL",,2000人以上,宜家,经验5-10年,不需要融资,1k-2k,本科及以上,消费生活
上海,高级数据分析师,"数据分析,数据挖掘",,,百融云创,经验3-5年,C轮,20k-30k,硕士及以上,金融
上海,高级数据分析师,移动互联网,,500-2000人,趣头条,经验5-10年,上市公司,30k-60k,本科及以上,文娱丨内容
上海,高级数据分析师,"移动互联网,MySQL,数据分析",,,鱼泡泡,经验3-5年,B轮,15k-25k,本科及以上,社交
上海,高级数据分析师,"移动互联网,商业,数据分析,增长黑客,可视化",,500-2000人,触宝,经验3-5年,上市公司,25k-40k,本科及以上,"移动互联网,数据服务"
上海,高级数据分析师,"移动互联网,数据分析,数据运营",,2000人以上,爱奇艺,经验3-5年,上市公司,15k-30k,本科及以上,文娱丨内容
上海,高级数据分析师 (MJ001016),数据分析,,,挖财,经验3-5年,D轮及以上,15k-30k,本科及以上,工具
上海,高级数据分析师(J10257),数据分析,,500-2000人,河姆渡电子商务有限公司,经验5-10年,A轮,15k-25k,本科及以上,电商
上海,高级数据分析师(J10898),"互联网金融,数据分析",,2000人以上,维信金融科技集团,经验1-3年,上市公司,15k-19k,本科及以上,金融
上海,高级数据分析师（策略）,数据分析,,15-50人,小鑫科技,经验3-5年,未融资,15k-30k,本科及以上,"移动互联网,金融"
上海,高级数据分析师（流量增长方向）,数据分析,,150-500人,虎扑,经验3-5年,D轮及以上,15k-25k,本科及以上,"移动互联网,文娱丨内容"
上海,高级数据分析师（排名方向）,"教育,金融,项目管理",,50-150人,上海软科教育,经验不限,不需要融资,15k-30k,博士及以上,企业服务
上海,高级数据分析师-SQL,"广告营销,新零售,SQL,数据分析,可视化,商业",,150-500人,蓝色光标欧泰谱,经验3-5年,不需要融资,10k-15k,本科及以上,"数据服务,企业服务"
上海,高级数据分析师数据分析专家,"大数据,数据分析",,,长投学堂,经验3-5年,A轮,30k-40k,硕士及以上,移动互联网
上海,管理培训生（数据分析方向）,"旅游,电商",,500-2000人,斑马旅游,经验应届毕业生,A轮,8k-12k,本科及以上,"电商,旅游"
上海,广告数据分析师,"广告创意,广告协调",,50-150人,拾梦文化,经验3-5年,A轮,10k-20k,本科及以上,"游戏,移动互联网"
上海,广告数据分析师,数据分析,,2000人以上,爱奇艺,经验3-5年,上市公司,20k-35k,本科及以上,文娱丨内容
上海,广告数据分析师,游戏,,150-500人,莉莉丝游戏,经验1-3年,不需要融资,15k-25k,学历不限,"移动互联网,游戏"
上海,海外广告数据分析师,"游戏,数据分析,SQL,数据库",,150-500人,90玩,经验1-3年,上市公司,15k-25k,本科及以上,游戏
上海,海外酒店数据分析师（收益定...,"SQL,数据分析",,2000人以上,携程,经验1-3年,上市公司,10k-20k,本科及以上,旅游
上海,华东策略运营（用户数据分析...,"营销,数字营销,社会化营销,整合营销,互相营销",,2000人以上,字节跳动,经验3-5年,C轮,12k-20k,本科及以上,文娱丨内容
上海,机票运营数据分析师,运营,,2000人以上,携程,经验1-3年,上市公司,12k-20k,本科及以上,旅游
上海,解决方案顾问售前顾问  ...,"大数据,金融,数据分析",,50-150人,观远数据,经验3-5年,A轮,15k-30k,本科及以上,"企业服务,数据服务"
上海,经营分析高级经理（数据分析）,"移动互联网,电商",,500-2000人,裕宸集团,经验5-10年,不需要融资,40k-60k,硕士及以上,"文娱丨内容,移动互联网"
上海,酒店运营数据分析师,运营,,2000人以上,携程,经验1-3年,上市公司,12k-20k,本科及以上,旅游
上海,可视化数据分析,"MySQL,数据处理",,500-2000人,海万科技,经验1-3年,不需要融资,6k-8k,本科及以上,"移动互联网,金融"
上海,客户成功数据分析师,"电商,大数据,数据分析",,50-150人,HARB,经验1-3年,B轮,10k-15k,本科及以上,企业服务
上海,美图商业策略数据分析师,"数据分析,市场分析,营销策略",,2000人以上,美图公司,经验3-5年,上市公司,15k-30k,本科及以上,硬件
上海,模型数据分析师,"大数据,金融,数据挖掘,数据分析",,150-500人,信用飞首付游,经验1-3年,B轮,15k-25k,本科及以上,移动互联网
上海,模型数据分析师 (MJ000055),"风控,风险管理,风险评估",,150-500人,信用飞首付游,经验3-5年,B轮,15k-25k,本科及以上,移动互联网
上海,模型数据分析师 (MJ000118),"风控,策略设计",,150-500人,信用飞首付游,经验3-5年,B轮,15k-30k,本科及以上,移动互联网
上海,能源数据分析助理研究员,大数据,,500-2000人,中科院上海高研院,经验不限,不需要融资,10k-18k,硕士及以上,"电商,数据服务"
上海,能源数据分析助理研究员,大数据,,500-2000人,中科院上海高研院,经验应届毕业生,不需要融资,10k-15k,硕士及以上,"电商,数据服务"
上海,配送数据分析专家,"物流,新零售",,500-2000人,裕宸集团,经验3-5年,不需要融资,30k-40k,硕士及以上,"文娱丨内容,移动互联网"
上海,企划数据分析,数据分析,,,最惠保,经验3-5年,C轮,10k-18k,本科及以上,移动互联网
上海,汽车行业数据分析实习生,数据分析,,150-500人,时代嘉道咨询机构，嘉道信息技术,经验不限,未融资,2k-4k,本科及以上,"数据服务,广告营销"
上海,商业化数据分析师,数据分析,,2000人以上,字节跳动,经验3-5年,C轮,20k-40k,本科及以上,文娱丨内容
上海,商业化数据分析师,"移动互联网,数据分析",,2000人以上,字节跳动,经验3-5年,C轮,15k-30k,本科及以上,文娱丨内容
上海,商业数据分析,"数据分析,行业分析,市场分析",,50-150人,七幕人生,经验不限,B轮,6k-10k,本科及以上,文娱丨内容
上海,商业数据分析,"数据分析,消费者分析,市场分析",,15-50人,MarcPoint,经验1-3年,A轮,10k-15k,本科及以上,"电商,广告营销"
上海,商业数据分析师,"大数据,数据挖掘,数据分析",,150-500人,上海第一财经数据,经验3-5年,D轮及以上,10k-18k,本科及以上,移动互联网
上海,实习生 - SEOSEM数据分析...,"运营,SEM,SEO,数据分析",,15-50人,储田商务,经验应届毕业生,不需要融资,2k-4k,本科及以上,"移动互联网,数据服务"
上海,实习生（数据分析方向）,"金融,数据分析",,,CraiditX,经验应届毕业生,B轮,3k-5k,本科及以上,"金融,数据服务"
上海,实习数据分析师,"移动互联网,大数据,数据分析,Hive,算法",,,鱼泡泡,经验应届毕业生,B轮,4k-6k,本科及以上,社交
上海,市场数据分析师,"数据分析,市场",,2000人以上,携程,经验1-3年,上市公司,10k-15k,本科及以上,旅游
上海,市场营销经理（策划及数据分...,"市场推广,营销策略,营销策划,营销管理",,150-500人,莉莉丝游戏,经验1-3年,不需要融资,15k-25k,学历不限,"移动互联网,游戏"
上海,手游数据分析师,"游戏,数据分析,商业",,150-500人,五四互娱,经验3-5年,未融资,10k-18k,本科及以上,游戏
上海,数据分析,BI,,500-2000人,平安医疗,经验3-5年,未融资,15k-25k,本科及以上,医疗健康
上海,数据分析,"SQL,数据分析",,500-2000人,汇付,经验3-5年,上市公司,10k-20k,本科及以上,"移动互联网,金融"
上海,数据分析,"大数据,数据分析",,50-150人,Know Yourself,经验1-3年,A轮,8k-15k,本科及以上,"教育,社交"
上海,数据分析,"大数据,数据分析,数据运营",,15-50人,盖洛普,经验5-10年,未融资,20k-23k,本科及以上,"电商,企业服务"
上海,数据分析,"电商,BI,数据分析,SPSS",,,拼多多,经验5-10年,上市公司,20k-35k,本科及以上,"电商,移动互联网"
上海,数据分析,"电商,数据分析,SPSS,SQL,数据库",,500-2000人,乐麦信息技术（杭州）有限公司,经验不限,不需要融资,7k-14k,本科及以上,电商
上海,数据分析,"电商,移动互联网,数据分析,数据运营",,150-500人,上海南棠实业有限公司,经验不限,不需要融资,8k-15k,本科及以上,电商
上海,数据分析,"房产服务,企业服务,BI,可视化,数据分析,数据库",,50-150人,亿泽ETBI,经验不限,不需要融资,6k-12k,学历不限,"数据服务,企业服务"
上海,数据分析,"互联网金融,移动互联网,SQL",,2000人以上,设计院,经验1-3年,上市公司,7k-10k,本科及以上,"移动互联网,金融"
上海,数据分析,"金融,大数据,BI,可视化,数据库,数据分析",,15-50人,艾大,经验1-3年,未融资,13k-20k,本科及以上,"企业服务,数据服务"
上海,数据分析,"企业服务,大数据,数据分析",,,眸事网,经验3-5年,天使轮,8k-12k,本科及以上,"移动互联网,企业服务"
上海,数据分析,数据分析,,2000人以上,旺旺集团,经验不限,上市公司,6k-8k,学历不限,"电商,移动互联网"
上海,数据分析,数据分析,,2017-03-02 Pre-A轮 ￥1500万 投资方未透露(A轮)，2016-06-01 天使轮 ￥2000万 厚乾集团(天使轮),爱分趣,经验5-10年,B轮,30k-60k,本科及以上,"电商,金融"
上海,数据分析,数据分析,,500-2000人,上海你我贷互联网金融信息服务,经验1-3年,上市公司,15k-25k,本科及以上,金融
上海,数据分析,"数据分析,数据处理",,,掌门1对1在线教育,经验1-3年,D轮及以上,10k-20k,本科及以上,"移动互联网,教育"
上海,数据分析,"数据分析,数据运营",,,达达-京东到家,经验3-5年,D轮及以上,15k-25k,本科及以上,消费生活
上海,数据分析,"游戏,SQL",,50-150人,零境网络,经验1-3年,不需要融资,8k-15k,学历不限,游戏
上海,数据分析,"增长黑客,数据分析,BI,可视化",,,星魄科技,经验3-5年,未融资,20k-30k,本科及以上,"企业服务,硬件"
上海,数据分析（实习）,数据分析,,500-2000人,百姓网,经验应届毕业生,上市公司,5k-10k,本科及以上,移动互联网
上海,数据分析（网页端）,"市场分析,消费者分析,市场,数字营销",,2000人以上,宜家,经验1-3年,不需要融资,1k-2k,本科及以上,消费生活
上海,数据分析BI实习生,"移动互联网,BI,数据分析",,50-150人,寻找母星,经验应届毕业生,天使轮,2k-4k,本科及以上,"移动互联网,消费生活"
上海,数据分析Leader,移动互联网,,50-150人,上海腾聘,经验5-10年,B轮,35k-65k,本科及以上,"移动互联网,数据服务"
上海,数据分析leader（信贷风控）-...,"银行,数据挖掘,数据分析",,,同盾科技,经验5-10年,C轮,25k-35k,本科及以上,"信息安全,数据服务"
上海,数据分析产品经理,"视频,产品策划,智能硬件,数据分析",,,电视猫MoreTV,经验3-5年,B轮,18k-25k,本科及以上,"移动互联网,硬件"
上海,数据分析负责人,"电商,数据分析",,500-2000人,趣头条,经验5-10年,上市公司,60k-100k,本科及以上,文娱丨内容
上海,数据分析负责人,"数据分析,数据库开发",,150-500人,为偶,经验5-10年,C轮,40k-70k,本科及以上,移动互联网
上海,数据分析岗,"BI,数据分析",,2000人以上,平安健康互联网,经验3-5年,上市公司,15k-20k,本科及以上,"移动互联网,医疗丨健康"
上海,数据分析岗,互联网金融,,,新分享科技服务,经验1-3年,B轮,20k-30k,本科及以上,金融
上海,数据分析工程师,"BI,数据分析,SQL",,2000人以上,圆通,经验1-3年,上市公司,12k-20k,本科及以上,物流丨运输
上海,数据分析工程师,"大数据,数据分析",,150-500人,虎扑,经验3-5年,D轮及以上,15k-30k,本科及以上,"移动互联网,文娱丨内容"
上海,数据分析工程师,"大数据,移动互联网",,150-500人,名片全能王,经验1-3年,C轮,10k-15k,本科及以上,移动互联网
上海,数据分析工程师,"旅游,移动互联网,数据分析",,150-500人,招商银行—出行易,经验3-5年,不需要融资,15k-25k,本科及以上,电商
上海,数据分析工程师,数据分析,,,GeexFinance,经验3-5年,A轮,10k-20k,大专及以上,金融
上海,数据分析工程师,数据分析,,,众安保险,经验3-5年,上市公司,18k-30k,本科及以上,金融
上海,数据分析工程师,"数据分析,SQL",,500-2000人,海万科技,经验1-3年,不需要融资,10k-15k,本科及以上,"移动互联网,金融"
上海,数据分析工程师,"数据分析,数据库",,,寄云科技,经验5-10年,A轮,20k-40k,本科及以上,"移动互联网,数据服务"
上海,数据分析工程师,"医疗健康,MySQL,ETL,数据分析,数据仓库",,,企鹅杏仁,经验不限,B轮,10k-18k,本科及以上,"移动互联网,消费生活"
上海,数据分析工程师,"医疗健康,移动互联网",,2000人以上,平安健康互联网,经验3-5年,上市公司,20k-28k,本科及以上,"移动互联网,医疗丨健康"
上海,数据分析工程师,"移动互联网,本地生活,BI,数据分析,SQL,数据库",,50-150人,寻找母星,经验1-3年,天使轮,11k-18k,本科及以上,"移动互联网,消费生活"
上海,数据分析工程师-效率工程,hadoop,,2000人以上,字节跳动,经验不限,C轮,20k-40k,本科及以上,文娱丨内容
上海,数据分析工程师专家（市场...,"MySQL,数据分析",,2000人以上,拍拍贷,经验1-3年,上市公司,10k-15k,本科及以上,金融
上海,数据分析建模师,分析师,,50-150人,欧拉网络,经验3-5年,C轮,30k-50k,本科及以上,移动互联网
上海,数据分析经理,"BI,数据分析,数据库,DBA",,2000人以上,携程,经验3-5年,上市公司,20k-40k,本科及以上,旅游
上海,数据分析经理,"大数据,数据挖掘,Hadoop,数据分析",,,哈啰出行,经验5-10年,D轮及以上,26k-40k,学历不限,"移动互联网,硬件"
上海,数据分析经理,"房产服务,数据分析,行业分析",,2000人以上,易居房友,经验1-3年,上市公司,10k-20k,本科及以上,"其他,企业服务"
上海,数据分析经理,风控,,,GeexFinance,经验5-10年,A轮,15k-30k,本科及以上,金融
上海,数据分析经理,"可视化,增长黑客,数据分析,BI",,150-500人,叽里呱啦,经验5-10年,B轮,25k-45k,本科及以上,"移动互联网,教育"
上海,数据分析经理,数据分析,,2000人以上,字节跳动,经验3-5年,C轮,20k-30k,本科及以上,文娱丨内容
上海,数据分析经理,"数据分析,数据运营",,2000人以上,平安健康互联网,经验5-10年,上市公司,21k-35k,本科及以上,"移动互联网,医疗丨健康"
上海,数据分析经理,"新零售,电商,可视化,数据分析",,500-2000人,颖通贸易,经验5-10年,不需要融资,20k-30k,本科及以上,"消费生活,其他"
上海,数据分析经理,"银行,数据分析",,,GeexFinance,经验3-5年,A轮,20k-30k,本科及以上,金融
上海,数据分析经理,"运营,数据分析",,2000人以上,平安健康互联网,经验5-10年,上市公司,40k-60k,本科及以上,"移动互联网,医疗丨健康"
上海,数据分析经理（金融科技）,"银行,MySQL,数据分析",,2000人以上,交银企服,经验5-10年,上市公司,15k-30k,本科及以上,"移动互联网,金融"
上海,数据分析-客服中心(J10558),"MySQL,Hadoop,数据仓库,数据分析",,,哈啰出行,经验3-5年,D轮及以上,15k-25k,本科及以上,"移动互联网,硬件"
上海,数据分析-连信,移动互联网,,500-2000人,掌门集团,经验1-3年,B轮,25k-35k,学历不限,"移动互联网,消费生活"
上海,数据分析师,"",,,达达-京东到家,经验3-5年,D轮及以上,15k-25k,本科及以上,消费生活
上海,数据分析师,"BI,SQL,数据库",,150-500人,东方新闻,经验1-3年,不需要融资,10k-20k,本科及以上,"移动互联网,社交"
上海,数据分析师,"BI,可视化,数据分析,SQL",,2000人以上,途虎养车网,经验1-3年,D轮及以上,15k-20k,本科及以上,汽车丨出行
上海,数据分析师,"BI,可视化,数据分析,数据运营",,50-150人,WESTWELLlab西井科技,经验不限,B轮,18k-25k,硕士及以上,"数据服务,硬件"
上海,数据分析师,"BI,商业,数据分析",,50-150人,联元智能科技,经验3-5年,A轮,15k-30k,本科及以上,"移动互联网,数据服务"
上海,数据分析师,"BI,数据分析,SQL",,,Datatist,经验3-5年,A轮,10k-20k,本科及以上,"数据服务,广告营销"
上海,数据分析师,"BI,数据分析,数据运营,SQL",,150-500人,旖美科技,经验1-3年,A轮,10k-18k,本科及以上,"数据服务,金融"
上海,数据分析师,"MySQL,数据挖掘,数据分析",,,爱回收,经验3-5年,D轮及以上,15k-25k,本科及以上,"电商,消费生活"
上海,数据分析师,Spark,,2000人以上,浦发信用卡,经验1-3年,上市公司,15k-25k,本科及以上,金融
上海,数据分析师,SQL,,150-500人,共轨之家,经验1-3年,A轮,10k-20k,大专及以上,移动互联网
上海,数据分析师,"SQL,商业,数据分析,SPSS",,150-500人,V8实拍,经验1-3年,B轮,20k-40k,本科及以上,移动互联网
上海,数据分析师,"SQL,数据分析",,2000人以上,京东物流,经验3-5年,上市公司,12k-22k,本科及以上,物流丨运输
上海,数据分析师,"SQL,数据分析",,500-2000人,小红书,经验3-5年,D轮及以上,18k-36k,本科及以上,消费生活
上海,数据分析师,"SQL,数据库,数据运营,数据分析",,150-500人,鑫源供应链,经验1-3年,不需要融资,8k-15k,大专及以上,物流丨运输
上海,数据分析师,大数据,,,啊哈,经验1-3年,未融资,7k-10k,本科及以上,移动互联网
上海,数据分析师,大数据,,,百融云创,经验应届毕业生,C轮,10k-20k,本科及以上,金融
上海,数据分析师,"大数据,BI,数据分析",,,GeexFinance,经验1-3年,A轮,10k-15k,本科及以上,金融
上海,数据分析师,"大数据,BI,数据分析,SPSS",,,前隆科技,经验1-3年,B轮,15k-25k,本科及以上,金融
上海,数据分析师,"大数据,保险",,,七炅信息,经验1-3年,天使轮,15k-25k,硕士及以上,"金融,企业服务"
上海,数据分析师,"大数据,工具软件",,,黑湖科技,经验1-3年,B轮,7k-10k,学历不限,"企业服务,数据服务"
上海,数据分析师,"大数据,工具软件",,,易恒科技,经验不限,未融资,12k-24k,学历不限,"移动互联网,数据服务"
上海,数据分析师,"大数据,互联网金融,数据分析",,50-150人,ZRobot,经验3-5年,未融资,15k-30k,本科及以上,"数据服务,企业服务"
上海,数据分析师,"大数据,金融",,15-50人,盖洛普,经验3-5年,未融资,15k-25k,本科及以上,"电商,企业服务"
上海,数据分析师,"大数据,金融,商业,数据分析",,,蜻蜓FM,经验3-5年,D轮及以上,15k-25k,本科及以上,移动互联网
上海,数据分析师,"大数据,金融,数据分析",,,萨摩耶金服,经验1-3年,C轮,13k-25k,本科及以上,金融
上海,数据分析师,"大数据,其他,ETL,DB2,数据分析",,50-150人,R2.ai,经验1-3年,A轮,11k-16k,本科及以上,人工智能
上海,数据分析师,"大数据,数据分析",,150-500人,证通股份,经验3-5年,不需要融资,20k-35k,本科及以上,"移动互联网,金融"
上海,数据分析师,"大数据,数据分析,Hive",,,拼多多,经验不限,上市公司,15k-30k,本科及以上,"电商,移动互联网"
上海,数据分析师,"大数据,数据分析,SQL",,,眸事网,经验1-3年,天使轮,8k-12k,本科及以上,"移动互联网,企业服务"
上海,数据分析师,"大数据,数据挖掘,数据分析",,,CraiditX,经验应届毕业生,B轮,10k-20k,本科及以上,"金融,数据服务"
上海,数据分析师,"大数据,数据挖掘,数据分析",,,楷青,经验1-3年,未融资,5k-8k,本科及以上,"数据服务,企业服务"
上海,数据分析师,"大数据,数据挖掘,数据分析",,50-150人,美至科技,经验1-3年,A轮,15k-20k,本科及以上,"移动互联网,消费生活"
上海,数据分析师,"大数据,移动互联网",,50-150人,玳鸽,经验1-3年,A轮,10k-18k,硕士及以上,"企业服务,区块链"
上海,数据分析师,"大数据,移动互联网,SQL,数据分析",,50-150人,算话智能科技有限公司,经验1-3年,B轮,12k-16k,本科及以上,"数据服务,移动互联网"
上海,数据分析师,"大数据,移动互联网,数据仓库,数据分析",,50-150人,星合金融科技,经验3-5年,不需要融资,20k-35k,本科及以上,"移动互联网,金融"
上海,数据分析师,"大数据,移动互联网,数据分析,数据库,SQL",,15-50人,卓永健康,经验3-5年,A轮,15k-20k,本科及以上,"移动互联网,医疗丨健康"
上海,数据分析师,"大数据,征信,数据分析,SPSS",,50-150人,仁辉科技,经验3-5年,不需要融资,13k-20k,本科及以上,金融
上海,数据分析师,电商,,,拼多多,经验3-5年,上市公司,15k-30k,本科及以上,"电商,移动互联网"
上海,数据分析师,"电商,BI,数据分析,数据运营,SQL",,500-2000人,小红书,经验1-3年,D轮及以上,10k-20k,本科及以上,消费生活
上海,数据分析师,"电商,本地生活,数据分析,BI,商业",,2000人以上,亚朵集团,经验3-5年,不需要融资,20k-30k,本科及以上,"旅游,消费生活"
上海,数据分析师,"电商,金融,数据挖掘,数据分析",,50-150人,HARB,经验1-3年,B轮,10k-20k,本科及以上,企业服务
上海,数据分析师,"电商,商业,数据运营,数据分析,SQL",,15-50人,吃饱了,经验1-3年,天使轮,8k-15k,本科及以上,"移动互联网,电商"
上海,数据分析师,"电商,社交",,500-2000人,小红书,经验3-5年,D轮及以上,15k-30k,本科及以上,消费生活
上海,数据分析师,"电商,社交,数据分析,数据处理",,500-2000人,趣头条,经验3-5年,上市公司,20k-40k,本科及以上,文娱丨内容
上海,数据分析师,"电商,数据分析",,,返利网,经验1-3年,C轮,10k-20k,本科及以上,电商
上海,数据分析师,"电商,数据分析",,500-2000人,乐麦信息技术（杭州）有限公司,经验3-5年,不需要融资,7k-14k,本科及以上,电商
上海,数据分析师,"电商,数据库,数据分析",,15-50人,寻梦说,经验3-5年,天使轮,15k-25k,本科及以上,"移动互联网,电商"
上海,数据分析师,"电商,新零售,BI,SQL,数据库,数据分析",,50-150人,驰骛科技ChiefClouds,经验3-5年,A轮,15k-30k,本科及以上,"数据服务,移动互联网"
上海,数据分析师,"电商,新零售,数据分析",,500-2000人,联蔚科技,经验3-5年,未融资,10k-15k,学历不限,"移动互联网,电商"
上海,数据分析师,"电商,新零售,数据分析,SQL,DBA,数据库",,150-500人,汉德森日用保健品（上海）有限公司,经验5-10年,不需要融资,20k-30k,本科及以上,"电商,消费生活"
上海,数据分析师,"电商,移动互联网,数据分析",,500-2000人,CLPS,经验1-3年,未融资,15k-22k,硕士及以上,"数据服务,金融"
上海,数据分析师,"电商,移动互联网,数据分析,SQL",,,拼多多,经验1-3年,上市公司,20k-40k,硕士及以上,"电商,移动互联网"
上海,数据分析师,"电商,直播,数据分析",,150-500人,上海第一财经数据,经验1-3年,D轮及以上,10k-15k,本科及以上,移动互联网
上海,数据分析师,风控,,,前隆科技,经验3-5年,B轮,10k-20k,本科及以上,金融
上海,数据分析师,风控,,,信用算力,经验1-3年,B轮,15k-30k,本科及以上,"移动互联网,金融"
上海,数据分析师,"工具软件,数据运营,SQL,BI,可视化",,,微问家,经验应届毕业生,B轮,8k-12k,本科及以上,移动互联网
上海,数据分析师,"广告营销,企业服务,商业,数据分析,DBA",,50-150人,Target Social,经验3-5年,B轮,10k-20k,本科及以上,"移动互联网,数据服务"
