排名,电影名称,年份,编剧,导演,主演,类型,类型4,国家2,片长2,评价人数,五星百分比,四星百分比,三星百分比,二星百分比,一星百分比,获奖情况1,获奖情况2,获奖情况3
No.18,星际穿越 Interstellar,-2014,编剧: 乔纳森·诺兰 / 克里斯托弗·诺兰,导演: 克里斯托弗·诺兰,主演: 马修·麦康纳 / 安妮·海瑟薇 / 杰西卡·查斯坦 / 卡西·阿弗莱克 / 迈克尔·凯恩 / 马特·达蒙 / 麦肯吉·弗依 / 蒂莫西·柴勒梅德 / 艾伦·伯斯汀 / 约翰·利思戈 / 韦斯·本特利 / 大卫·吉雅西 / 比尔·欧文 / 托弗·戈瑞斯 / 科莱特·沃夫 / 弗朗西斯·X·麦卡蒂 / 安德鲁·博尔巴 / 乔什·斯图沃特 / 莱雅·卡里恩斯 / 利亚姆·迪金森 / 杰夫·赫普内尔 / 伊莱耶斯·加贝尔 / 布鲁克·史密斯 / 大卫·奥伊罗 / 威廉姆·德瓦内 / 拉什·费加 / 格里芬·弗雷泽 / 弗洛拉·诺兰更多...,导演: 克里斯托弗·诺兰        编剧: 乔纳森·诺兰 / 克里斯托弗·诺兰        主演: 马修·麦康纳 / 安妮·海瑟薇 / 杰西卡·查斯坦 / 卡西·阿弗莱克 / 迈克尔·凯恩 / 马特·达蒙 / 麦肯吉·弗依 / 蒂莫西·柴勒梅德 / 艾伦·伯斯汀 / 约翰·利思戈 / 韦斯·本特利 / 大卫·吉雅西 / 比尔·欧文 / 托弗·戈瑞斯 / 科莱特·沃夫 / 弗朗西斯·X·麦卡蒂 / 安德鲁·博尔巴 / 乔什·斯图沃特 / 莱雅·卡里恩斯 / 利亚姆·迪金森 / 杰夫·赫普内尔 / 伊莱耶斯·加贝尔 / 布鲁克·史密斯 / 大卫·奥伊罗 / 威廉姆·德瓦内 / 拉什·费加 / 格里芬·弗雷泽 / 弗洛拉·诺兰更多...        类型: 剧情 / 科幻 / 冒险                制片国家/地区: 美国 / 英国 / 加拿大 / 冰岛        语言: 英语        上映日期: 2014-11-12(中国大陆) / 2014-11-07(美国)        片长: 169分钟        又名: 星际启示录(港) / 星际效应(台) / 星际空间 / 星际之间 / 星际远航 / 星际 / Flora's Letter        IMDb链接: tt0816692        官方小站:        《星际穿越》电影专题,类型: 剧情 / 科幻 / 冒险 ,地区: 美国 / 英国 / 加拿大 / 冰岛 ,片长: 169分钟 ,694665,68.30%,25.40%,5.50%,0.50%,0.30%,第87届奥斯卡金像奖                        最佳视觉效果            斯科特·R·费希尔 / 伊恩·亨特 / 保罗·J·富兰克林 / 安德鲁·洛克利,第72届金球奖                        电影类 最佳原创配乐(提名),第38届日本电影学院奖                        最佳外语片(提名)
No.19,教父 The Godfather,-1972,编剧: 马里奥·普佐 / 弗朗西斯·福特·科波拉,导演: 弗朗西斯·福特·科波拉,主演: 马龙·白兰度 / 阿尔·帕西诺 / 詹姆斯·肯恩 / 理查德·卡斯特尔诺 / 罗伯特·杜瓦尔 / 斯特林·海登 / 约翰·马利 / 理查德·康特 / 艾尔·勒提埃里 / 黛安·基顿 / 阿贝·维高达 / 塔莉娅·夏尔 / 吉亚尼·罗素 / 约翰·凯泽尔 / 鲁迪·邦德更多...,导演: 弗朗西斯·福特·科波拉        编剧: 马里奥·普佐 / 弗朗西斯·福特·科波拉        主演: 马龙·白兰度 / 阿尔·帕西诺 / 詹姆斯·肯恩 / 理查德·卡斯特尔诺 / 罗伯特·杜瓦尔 / 斯特林·海登 / 约翰·马利 / 理查德·康特 / 艾尔·勒提埃里 / 黛安·基顿 / 阿贝·维高达 / 塔莉娅·夏尔 / 吉亚尼·罗素 / 约翰·凯泽尔 / 鲁迪·邦德更多...        类型: 剧情 / 犯罪                制片国家/地区: 美国        语言: 英语 / 意大利语 / 拉丁语        上映日期: 1972-03-15(纽约首映) / 1972-03-24(美国)        片长: 175 分钟        又名: Mario Puzo's The Godfather        IMDb链接: tt0068646,类型: 剧情 / 犯罪 ,地区: 美国 ,片长: 175 分钟 ,461093,69.00%,24.80%,5.50%,0.50%,0.20%,第45届奥斯卡金像奖                        最佳影片            艾伯特·S·拉迪,第45届奥斯卡金像奖                        最佳导演(提名)            弗朗西斯·福特·科波拉,第45届奥斯卡金像奖                        最佳男主角            马龙·白兰度
No.20,熔炉 도가니,-2011,编剧: 孔枝泳 / 黄东赫,导演: 黄东赫,主演: 孔侑 / 郑有美 / 金志映 / 金贤秀 / 郑仁絮 / 白承焕 / 张光 / 严孝燮更多...,导演: 黄东赫        编剧: 孔枝泳 / 黄东赫        主演: 孔侑 / 郑有美 / 金志映 / 金贤秀 / 郑仁絮 / 白承焕 / 张光 / 严孝燮更多...        类型: 剧情                制片国家/地区: 韩国        语言: 韩语        上映日期: 2011-09-22(韩国)        片长: 125分钟        又名: 无声呐喊(港) / 漩涡 / Silenced / The Crucible        IMDb链接: tt2070649,类型: 剧情 ,地区: 韩国 ,片长: 125分钟 ,398315,68.30%,27.00%,4.30%,0.30%,0.10%,第49届韩国电影大钟奖                        最佳影片(提名),第49届韩国电影大钟奖                        最佳女配角(提名)            金贤秀,
No.21,无间道 無間道,-2002,编剧: 麦兆辉 / 庄文强,导演: 刘伟强 / 麦兆辉,主演: 刘德华 / 梁朝伟 / 黄秋生 / 曾志伟 / 郑秀文 / 陈慧琳 / 陈冠希 / 余文乐 / 杜汶泽 / 林家栋 / 萧亚轩更多...,导演: 刘伟强 / 麦兆辉        编剧: 麦兆辉 / 庄文强        主演: 刘德华 / 梁朝伟 / 黄秋生 / 曾志伟 / 郑秀文 / 陈慧琳 / 陈冠希 / 余文乐 / 杜汶泽 / 林家栋 / 萧亚轩更多...        类型: 剧情 / 悬疑 / 犯罪                制片国家/地区: 香港        语言: 粤语        上映日期: 2003-09-05(中国大陆) / 2002-12-12(香港)        片长: 101分钟 / 97分钟(导演剪辑版)        又名: Infernal Affairs / Mou gaan dou        IMDb链接: tt0338564,类型: 剧情 / 悬疑 / 犯罪 ,地区: 香港 ,片长: 101分钟 / 97分钟(导演剪辑版) ,575785,62.40%,31.50%,5.80%,0.20%,0.10%,第40届台北金马影展                        金马奖 最佳剧情片,第22届香港电影金像奖                        最佳电影,第10届华语电影传媒大奖                        新世纪十年十佳电影
No.22,当幸福来敲门 The Pursuit of Happyness,-2006,编剧: 斯蒂夫·康拉德,导演: 加布里埃莱·穆奇诺,主演: 威尔·史密斯 / 贾登·史密斯 / 坦迪·牛顿 / 布莱恩·豪威  / 詹姆斯·凯伦 / 丹·卡斯泰兰尼塔 / 柯特·富勒 / 塔卡尤·费舍尔 / 凯文·韦斯特 / 乔治·张 / 戴维·迈克尔·西尔弗曼 / 多米尼克·博夫 / 杰弗·卡伦 / 乔伊芙·拉文 / 斯科特·克拉斯更多...,导演: 加布里埃莱·穆奇诺        编剧: 斯蒂夫·康拉德        主演: 威尔·史密斯 / 贾登·史密斯 / 坦迪·牛顿 / 布莱恩·豪威  / 詹姆斯·凯伦 / 丹·卡斯泰兰尼塔 / 柯特·富勒 / 塔卡尤·费舍尔 / 凯文·韦斯特 / 乔治·张 / 戴维·迈克尔·西尔弗曼 / 多米尼克·博夫 / 杰弗·卡伦 / 乔伊芙·拉文 / 斯科特·克拉斯更多...        类型: 剧情 / 家庭 / 传记                制片国家/地区: 美国        语言: 英语 / 粤语        上映日期: 2008-01-17(中国大陆) / 2006-12-15(美国)        片长: 117分钟        又名: 寻找快乐的故事(港) / 追求快乐 / 幸福追击        IMDb链接: tt0454921,类型: 剧情 / 家庭 / 传记 ,地区: 美国 ,片长: 117分钟 ,738456,58.70%,33.50%,7.20%,0.40%,0.10%,第79届奥斯卡金像奖                        最佳男主角(提名)            威尔·史密斯,第64届金球奖                        电影类 剧情片最佳男主角(提名)            威尔·史密斯,第16届MTV电影奖                        MTV电影奖 最佳表演(提名)            威尔·史密斯
No.23,疯狂动物城 Zootopia,-2016,编剧: 拜伦·霍华德 / 瑞奇·摩尔 / 杰拉德·布什 / 吉姆·里尔顿 / 乔西·特立尼达 / 菲尔·约翰斯顿 / 珍妮弗·李,导演: 拜伦·霍华德 / 瑞奇·摩尔 / 杰拉德·布什,主演: 金妮弗·古德温 / 杰森·贝特曼 / 伊德里斯·艾尔巴 / 珍妮·斯蕾特 / 内特·托伦斯 / 邦尼·亨特 / 唐·雷克 / 汤米·钟 / J·K·西蒙斯 / 奥克塔维亚·斯宾瑟 / 艾伦·图代克 / 夏奇拉 / 雷蒙德·S·佩尔西 / 德拉·萨巴 / 莫里斯·拉马奇 / 菲尔·约翰斯顿 / 约翰·迪·玛吉欧 / 凯蒂·洛斯 / 吉塔·雷迪 / 杰西·科尔蒂 / 汤米·利斯特 / 乔希·达拉斯 / 瑞奇·摩尔 / 凯斯·索西 / 彼得·曼斯布里奇 / 拜伦·霍华德 / 杰拉德·布什 / 马克·史密斯 / 乔西·特立尼达 / 约翰·拉维尔 / 克里斯汀·贝尔 / 吉尔·科德斯 / 梅利莎·古德温更多...,导演: 拜伦·霍华德 / 瑞奇·摩尔 / 杰拉德·布什        编剧: 拜伦·霍华德 / 瑞奇·摩尔 / 杰拉德·布什 / 吉姆·里尔顿 / 乔西·特立尼达 / 菲尔·约翰斯顿 / 珍妮弗·李        主演: 金妮弗·古德温 / 杰森·贝特曼 / 伊德里斯·艾尔巴 / 珍妮·斯蕾特 / 内特·托伦斯 / 邦尼·亨特 / 唐·雷克 / 汤米·钟 / J·K·西蒙斯 / 奥克塔维亚·斯宾瑟 / 艾伦·图代克 / 夏奇拉 / 雷蒙德·S·佩尔西 / 德拉·萨巴 / 莫里斯·拉马奇 / 菲尔·约翰斯顿 / 约翰·迪·玛吉欧 / 凯蒂·洛斯 / 吉塔·雷迪 / 杰西·科尔蒂 / 汤米·利斯特 / 乔希·达拉斯 / 瑞奇·摩尔 / 凯斯·索西 / 彼得·曼斯布里奇 / 拜伦·霍华德 / 杰拉德·布什 / 马克·史密斯 / 乔西·特立尼达 / 约翰·拉维尔 / 克里斯汀·贝尔 / 吉尔·科德斯 / 梅利莎·古德温更多...        类型: 喜剧 / 动画 / 冒险                制片国家/地区: 美国        语言: 英语 / 挪威语        上映日期: 2016-03-04(中国大陆/美国)        片长: 109分钟(中国大陆) / 108分钟        又名: 优兽大都会(港) / 动物方城市(台) / 动物乌托邦 / 动物大都会 / Zootropolis        IMDb链接: tt2948356,类型: 喜剧 / 动画 / 冒险 ,地区: 美国 ,片长: 109分钟(中国大陆) / 108分钟 ,770939,64.00%,30.20%,5.40%,0.30%,0.10%,第89届奥斯卡金像奖                        最佳动画长片            拜伦·霍华德 / 瑞奇·摩尔 / 克拉克·斯宾塞,第74届金球奖                        电影类 最佳动画长片,第70届英国电影学院奖                        电影奖 最佳动画片(提名)            拜伦·霍华德 / 瑞奇·摩尔
No.24,触不可及 Intouchables,-2011,编剧: 奥利维埃·纳卡什 / 埃里克·托莱达诺,导演: 奥利维埃·纳卡什 / 埃里克·托莱达诺,主演: 弗朗索瓦·克鲁塞 / 奥玛·希 / 安娜·勒尼 / 奥德雷·弗勒罗 / 托马·索利韦尔,导演: 奥利维埃·纳卡什 / 埃里克·托莱达诺        编剧: 奥利维埃·纳卡什 / 埃里克·托莱达诺        主演: 弗朗索瓦·克鲁塞 / 奥玛·希 / 安娜·勒尼 / 奥德雷·弗勒罗 / 托马·索利韦尔        类型: 剧情 / 喜剧                制片国家/地区: 法国        语言: 法语        上映日期: 2011-11-02(法国)        片长: 112分钟        又名: 闪亮人生(港) / 逆转人生(台) / 无法触碰 / 最佳拍档 / 不可触碰 / 不可触摸 / Untouchable / The Intouchables        IMDb链接: tt1675434,类型: 剧情 / 喜剧 ,地区: 法国 ,片长: 112分钟 ,487830,65.00%,29.60%,5.00%,0.30%,0.10%,第70届金球奖                        电影类 最佳外语片(提名),第25届欧洲电影奖                        观众选择奖(提名)            埃里克·托莱达诺 / 奥利维埃·纳卡什,第36届日本电影学院奖                        最佳外语片
No.25,怦然心动 Flipped,-2010,编剧: 罗伯·莱纳 / 安德鲁·沙因曼 / 文德琳·范·德拉安南,导演: 罗伯·莱纳,主演: 玛德琳·卡罗尔 / 卡兰·麦克奥利菲 / 瑞贝卡·德·莫妮 / 安东尼·爱德华兹 / 约翰·马奥尼 / 佩内洛普·安·米勒 / 艾丹·奎因 / 凯文·韦斯曼 / 摩根·莉莉 / 瑞安·克茨纳 / 吉莉安·普法夫 / 阿什莉·泰勒 / 伊瑟尔·布罗萨德 / 科迪·霍恩 / 迈克尔·博尔顿 / 肖恩·哈珀 / 斯戴芬妮·斯考特 / 帕特丽夏·伦茨 / 马修·戈尔德 / 阿罗拉·凯瑟琳·史密斯 / 凯莉·唐纳利 / 索菲亚·撒高 / 米歇尔·梅斯默 / 迈克尔·博萨 / 博·勒纳 / 杰奎琳·埃沃拉 / 泰勒·格鲁秀斯 / 艾莉·布莱恩特更多...,导演: 罗伯·莱纳        编剧: 罗伯·莱纳 / 安德鲁·沙因曼 / 文德琳·范·德拉安南        主演: 玛德琳·卡罗尔 / 卡兰·麦克奥利菲 / 瑞贝卡·德·莫妮 / 安东尼·爱德华兹 / 约翰·马奥尼 / 佩内洛普·安·米勒 / 艾丹·奎因 / 凯文·韦斯曼 / 摩根·莉莉 / 瑞安·克茨纳 / 吉莉安·普法夫 / 阿什莉·泰勒 / 伊瑟尔·布罗萨德 / 科迪·霍恩 / 迈克尔·博尔顿 / 肖恩·哈珀 / 斯戴芬妮·斯考特 / 帕特丽夏·伦茨 / 马修·戈尔德 / 阿罗拉·凯瑟琳·史密斯 / 凯莉·唐纳利 / 索菲亚·撒高 / 米歇尔·梅斯默 / 迈克尔·博萨 / 博·勒纳 / 杰奎琳·埃沃拉 / 泰勒·格鲁秀斯 / 艾莉·布莱恩特更多...        类型: 剧情 / 喜剧 / 爱情                制片国家/地区: 美国        语言: 英语        上映日期: 2010-07-26(好莱坞首映) / 2010-09-10(美国)        片长: 90分钟        又名: 萌动青春 / 青春萌动 / 冒失 / 梧桐树之恋        IMDb链接: tt0817177,类型: 剧情 / 喜剧 / 爱情 ,地区: 美国 ,片长: 90分钟 ,801281,58.40%,33.30%,7.70%,0.50%,0.10%,,,
No.26,乱世佳人 Gone with the Wind,-1939,编剧: 玛格丽特·米歇尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,导演: 维克多·弗莱明 / 乔治·库克 / 山姆·伍德,主演: 费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀更多...,导演: 维克多·弗莱明 / 乔治·库克 / 山姆·伍德        编剧: 玛格丽特·米歇尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登        主演: 费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀更多...        类型: 剧情 / 爱情 / 历史 / 战争                制片国家/地区: 美国        语言: 英语        上映日期: 1939-12-15(亚特兰大首映) / 1940-01-17(美国)        片长: 238分钟 / 234分钟        又名: 飘        IMDb链接: tt0031381,类型: 剧情 / 爱情 / 历史 / 战争 ,地区: 美国 ,片长: 238分钟 / 234分钟 ,347089,67.90%,26.50%,5.10%,0.30%,0.10%,第12届奥斯卡金像奖                        最佳影片,第12届奥斯卡金像奖                        最佳导演            维克多·弗莱明,第12届奥斯卡金像奖                        最佳男主角(提名)            克拉克·盖博
No.27,蝙蝠侠：黑暗骑士 The Dark Knight,-2008,编剧: 乔纳森·诺兰 / 克里斯托弗·诺兰 / 大卫·S·高耶,导演: 克里斯托弗·诺兰,主演: 克里斯蒂安·贝尔 / 希斯·莱杰 / 艾伦·艾克哈特 / 迈克尔·凯恩 / 玛吉·吉伦哈尔 / 加里·奥德曼 / 摩根·弗里曼 / 莫尼克·加布里埃拉·库尔内 / 罗恩·迪恩 / 基里安·墨菲 / 黄经汉 / 内斯特·卡博内尔 / 埃里克·罗伯茨 / 里特奇·科斯特 / 安东尼·迈克尔·豪尔 / 基斯·斯扎拉巴基克 / 柯林·麦克法兰 / 约书亚·哈尔托 / 美琳达·麦格劳 / 内森·甘宝 / 迈克尔·维约 / 迈克尔·斯托扬诺夫 / 威廉·斯米利 / 丹尼·高德林 / 迈克尔·加·怀特 / 马修·奥尼尔 / 威廉·菲德内尔 / 欧鲁米基·欧拉乌米 / 格雷格·比姆 / 爱利克·赫尔曼 / 毕崔斯·罗森 / 文森佐·尼克力 / 陈冠希更多...,导演: 克里斯托弗·诺兰        编剧: 乔纳森·诺兰 / 克里斯托弗·诺兰 / 大卫·S·高耶        主演: 克里斯蒂安·贝尔 / 希斯·莱杰 / 艾伦·艾克哈特 / 迈克尔·凯恩 / 玛吉·吉伦哈尔 / 加里·奥德曼 / 摩根·弗里曼 / 莫尼克·加布里埃拉·库尔内 / 罗恩·迪恩 / 基里安·墨菲 / 黄经汉 / 内斯特·卡博内尔 / 埃里克·罗伯茨 / 里特奇·科斯特 / 安东尼·迈克尔·豪尔 / 基斯·斯扎拉巴基克 / 柯林·麦克法兰 / 约书亚·哈尔托 / 美琳达·麦格劳 / 内森·甘宝 / 迈克尔·维约 / 迈克尔·斯托扬诺夫 / 威廉·斯米利 / 丹尼·高德林 / 迈克尔·加·怀特 / 马修·奥尼尔 / 威廉·菲德内尔 / 欧鲁米基·欧拉乌米 / 格雷格·比姆 / 爱利克·赫尔曼 / 毕崔斯·罗森 / 文森佐·尼克力 / 陈冠希更多...        类型: 剧情 / 动作 / 科幻 / 惊悚 / 犯罪        官方网站: thedarkknight.warnerbros.com        制片国家/地区: 美国 / 英国        语言: 英语 / 汉语普通话        上映日期: 2008-07-14(纽约首映) / 2008-07-18(美国)        片长: 152分钟        又名: 蝙蝠侠前传2：黑暗骑士 / 黑暗骑士(台) / 蝙蝠侠-黑夜之神(港) / 蝙蝠侠6：暗夜骑士 / Batman: The Dark Knight / TDK        IMDb链接: tt0468569,类型: 剧情 / 动作 / 科幻 / 惊悚 / 犯罪 ,地区: 美国 / 英国 ,片长: 152分钟 ,464022,64.20%,27.90%,7.10%,0.60%,0.20%,第81届奥斯卡金像奖                        最佳男配角            希斯·莱杰,第66届金球奖                        电影类 最佳男配角            希斯·莱杰,第32届日本电影学院奖                        最佳外语片
